slno,keywords_in_comments
16850,"inventor,teacher,drama,MBh"
16851,grammarian
16853,
16854,"music,work"
16855,man
16856,
16857,f.
16859,
16860,rishi
16861,
16862,teacher
16863,"MBh,mothers"
16865,"shBr,man"
16866,"°,village"
16867,
16868,
16872,"range,mountain,part"
16873,locality
16874,"Pāṇ,."
16878,
16879,
16880,"grammarian,f."
16882,
16885,man
16886,MBh
16887,"flesh,MBh,beings"
16888,uncle
16889,MBh
16890,people
16893,libation
16895,"grammarian,ff"
16896,
16898,"Pāṇ,."
16900,substances
16901,work
16902,town
16903,comedy
16904,work
16905,comedy
16908,family
16909,
16911,"teacher,shBr,ŚBr"
16912,teacher
16915,school
16917,people
16918,"xii,river"
16919,Nal
16920,work
16922,
16924,"MBh,mountain"
16925,
16926,mountain
16927,
16930,anand
16933,"shamkar,river"
16934,observance
16936,friend
16938,
16939,work
16940,
16941,work
16943,"g.,takshashiladi,locality"
16944,"club,MBh"
16947,man
16952,"MBh,father"
16953,"MBh,people"
16955,"teacher,shBr,ŚBr"
16958,"Name,school"
16959,rishi
16960,"period,moon,day"
16961,"subject,tortoise,descent"
16962,"purana,purāṇa"
16963,"work,Name"
16964,work
16965,
16966,"Tantr,author"
16967,personification
16968,
16969,
16971,
16974,"period,ic"
16975,
16976,
16977,plant
16978,
16979,
16980,
16981,teacher
16982,tree
16984,
16985,"body,goddess"
16986,locality
16988,"city,village"
16989,woman
16993,"teacher,author"
16994,grammarian
16996,shBr
16998,"Rāga,Raga"
16999,
17000,
17001,shiksha
17003,beggar
17004,work
17005,
17006,
17007,
17008,town
17009,"teacher,shBr,ŚBr"
17010,teacher
17013,people
17015,BhP.
17016,
17018,shakha
17019,
17021,"shankhBr,ŚāṅkhBr"
17022,
17023,school
17024,"shBr,ŚBr"
17026,
17028,people
17029,wives
17030,wives
17031,people
17032,"mother,wife"
17035,
17036,
17037,"pool,connection,q.v"
17039,"ceremony,rātra"
17041,"breast,churning,ocean,things,jewel,MBh"
17042,work
17043,work
17046,
17047,
17049,1st
17050,
17052,cf
17053,"offering,apshr"
17054,man
17055,man
17056,
17057,"dh,iii"
17058,
17059,son
17060,"cf,man"
17061,work
17062,"Parishishtas,thirteenth"
17063,
17064,cf
17065,MBh
17066,"son,brother,ancestor,MBh"
17067,"MBh,attendant"
17068,
17069,MBh
17071,camel
17072,work
17073,work
17074,
17075,work
17076,
17077,locality
17078,district
17079,treatise
17080,"work,chapter"
17081,pond
17082,work
17083,work
17084,
17085,son
17086,
17087,"grammar,-,author"
17088,shBr
17089,river
17090,
17091,tree
17092,mountain
17093,Pañcat
17094,
17095,substance
17096,
17097,class
17099,prince
17101,pupil
17102,work
17103,work
17104,work
17105,work
17106,work
17107,
17108,work
17109,work
17110,"writings,thirteenth"
17111,work
17112,work
17113,work
17114,
17115,
17116,shBr
17117,TBr
17118,"MaitrS.,man"
17119,
17120,
17121,ii
17122,locality
17123,poet
17124,work
17125,man
17126,rishi
17127,mountain
17128,
17129,"Name,bilvakadi,locality"
17130,MBh
17132,"wife,MBh,daughters"
17133,shruti
17134,"years,year,cycle"
17135,
17136,MBh
17137,"kinds,spirits,MBh"
17138,"kinds,spirits,MBh"
17139,MBh
17140,"daughter,MBh,wife"
17141,MBh
17142,MBh
17143,"son,pupil"
17145,"MBh,mothers"
17147,
17148,"tributary,river"
17149,
17150,"MBh,mothers"
17151,"son,father"
17152,"shiladi,śilādi,locality"
17153,man
17154,man
17155,man
17156,man
17157,"apes,mother,daughter"
17158,"son,father"
17159,"grammarians,school"
17160,plant
17161,
17162,"shani,planet"
17164,planet
17165,owl
17166,
17167,owl
17168,planet
17169,mountain
17170,planet
17171,"teacher,krauda"
17172,plant
17173,plant
17174,"plant,śrāvaṇikā"
17175,
17176,man
17177,
17178,"ff,mountain,part,range,MBh"
17179,"curds,sea,world"
17180,
17181,"mother,daughter,curlews"
17182,weapon
17183,
17184,kraunca
17185,"locality,MBh"
17186,town
17187,"rishi,Ṛṣi"
17188,"kraunca,mountain"
17189,town
17190,
17191,
17192,
17194,"teacher,shBr,ŚBr"
17197,Brih
17199,"Pāṇ,."
17201,"shakta,author"
17202,"plant,ketaki"
17203,
17204,"constellation,VarBṛ"
17205,
17206,"patr,shaikhandi,MBh,man"
17207,prince
17208,
17209,
17210,
17211,
17212,sons
17213,"ceremony,shankhshr"
17214,
17215,
17216,pūrvin
17217,people
17218,
17219,
17220,
17221,"son,slave,iii,MBh"
17222,Brahmā
17223,mansion
17224,
17225,
17226,
17227,"court,astronomer,author"
17228,shiva
17229,
17230,shiva
17231,
17232,"species,metre"
17233,shepherd
17235,
17236,"vicāra,A.D.,pupil"
17237,
17238,wife
17239,
17240,work
17241,demon
17242,
17243,man
17246,shruti
17247,river
17248,
17249,girl
17250,
17251,man
17252,"W.,shrub"
17253,v
17254,
17255,
17256,rishi
17257,"substance,alkaline"
17258,
17259,"MBh,attendant"
17261,
17262,VarBṛ
17264,wife
17265,planet
17266,
17267,king
17268,planet
17269,town
17270,
17271,"plant,b,bhū"
17272,
17273,demon
17274,prince
17275,"Name,century,work"
17276,
17277,prince
17278,
17279,"years,year,cycle"
17280,
17281,
17282,disease
17283,
17284,"degrees,beatitude,twelfth"
17285,man
17286,son
17287,"sharngS.-,bladder,disease"
17288,
17290,work
17291,mother
17292,"cf,grammarian"
17293,plant
17294,
17295,"root,juice,medicaments"
17296,flamingo
17297,"grammar,svāmin"
17298,prince
17299,"river,south"
17300,"Pāṇ,."
17301,physician
17302,"Pāṇ,."
17303,tree
17304,"river,MBh"
17306,Name
17307,"grammarian,koṣa,tradition"
17308,man
17309,
17310,
17311,
17312,plant
17313,"sap,plants"
17314,"works,Name,class"
17315,"civillikā,shrub"
17316,
17317,plant
17318,plant
17319,plant
17320,plant
17321,plant
17322,
17323,man
17324,
17325,work
17326,shiva
17327,
17328,
17329,"son,prince"
17330,
17331,"works,collection"
17332,lake
17333,
17334,"L.,tree"
17335,son
17336,
17337,"king,son,MBh,father"
17338,son
17339,mountain
17340,"xii,MBh"
17342,"love,arrows"
17343,
17344,arrow
17345,"MBh,mothers"
17346,
17347,"bengalensis,herb,pot,Beta"
17348,"shankhshr,sacrifice,day"
17349,
17350,man
17351,
17352,
17353,clouds
17354,
17355,prince
17356,
17357,
17358,
17359,
17360,plants
17361,prince
17362,Pañcat
17363,prince
17364,shiva
17365,plant
17366,work
17367,
17368,
17369,ix
17370,
17372,"matha,college,kind"
17373,
17375,v
17376,"son,work,mālā"
17377,prince
17378,"work,sharman,śarman"
17379,"king,ff"
17380,"king,MBh"
17382,"DeviP.,goddess"
17384,prince
17385,tree
17386,"prince,ff"
17387,son
17389,
17390,"warrior,MBh,ff"
17391,"son,descendant"
17392,prince
17393,prince
17394,
17395,"philosopher,pupil,shaiva,author,vritti"
17396,prince
17397,woman
17399,prince
17400,"MBh,attendant"
17401,prince
17402,"MBh,ff"
17403,
17404,man
17405,author
17406,king
17407,king
17408,man
17409,prince
17410,author
17411,town
17412,poet
17413,"philosopher,shaiva,-raja,author"
17414,author
17415,MBh
17417,
17418,
17419,"MBh,shiva"
17420,"son,princes,father"
17421,
17422,town
17426,
17428,commentator
17429,"son,MBh,caste"
17430,
17433,work
17434,ff
17435,
17436,mansion
17437,carcikā
17438,
17439,
17440,goddess
17441,shiva
17442,
17443,prince
17444,
17445,father
17446,"son,prince,ix"
17447,MBh
17448,
17449,"apshr,part,wheel"
17450,
17451,
17452,
17453,deity
17454,man
17455,deity
17456,plant
17457,
17458,constellation
17459,
17460,
17461,
17462,moon
17463,earth
17465,
17466,people
17467,
17468,work
17469,work
17470,work
17471,"minister,ff"
17472,"metres,syllables,Amphimacer"
17473,man
17474,man
17475,man
17476,man
17477,"plant,kola"
17478,plant
17479,"king,ii,line"
17480,"retinue,attendant"
17481,
17483,"BhP.,iv,shiva"
17484,
17485,
17486,man
17487,
17488,man
17489,"MBh,attendant"
17491,
17492,soldier
17493,"Bomb,ed"
17494,work
17495,PadmaP.
17496,work
17497,man
17498,"retinue,attendant"
17499,
17500,
17501,plant
17502,teacher
17503,"MBh,mothers"
17504,"-khattaka,Karaṇa"
17505,mountain
17506,"dipika,work,author"
17507,man
17508,prince
17509,"poem,Name,play"
17510,
17511,"cf,creeper"
17512,
17513,Name
17514,"work,logic"
17515,"shBr,man"
17516,
17517,
17518,author
17519,astronomer
17520,
17521,man
17522,
17523,
17524,Pāṇ
17525,
17526,
17527,king
17528,scholiast
17529,"xxx,mountain"
17530,"son,prince,father"
17531,"f.,friend"
17532,man
17533,"prince,cf,°"
17534,"prince,cxviii,ix"
17535,"prince,f."
17536,substance
17537,
17538,
17539,"brother,MBh,BhP."
17540,attendant
17542,"MBh,mothers"
17543,being
17544,
17545,
17546,
17547,
17548,shrub
17549,"MBh,mothers"
17550,"Pāṇ,."
17551,"vāsins,A.D.,vasins,shvetâmbaras"
17552,
17553,Name
17554,
17555,Pañcat
17556,author
17557,man
17559,"nadadi,man"
17560,plant
17561,
17562,chiefs
17563,demon
17564,attendants
17565,sorceress
17566,man
17567,man
17568,son
17569,
17570,man
17571,man
17572,man
17573,man
17574,man
17575,plant
17576,treasures
17577,plant
17578,daughter
17579,plant
17580,
17581,"place,MBh"
17582,woman
17583,
17584,woman
17585,mountain
17586,"forest,mountain"
17587,minister
17588,school
17589,"MBh,people"
17590,"country,MBh,people"
17591,"mother,daughter,wives"
17592,plant
17593,son
17594,son
17595,
17600,"AV.Parish,°"
17601,locality
17603,"fire,forest,Tar"
17604,town
17605,"town,forest,MBh"
17606,
17607,
17608,school
17609,
17610,ff
17612,
17613,"king,wife"
17614,food
17615,"ādi,locality"
17616,work
17619,
17620,emperor
17621,man
17622,"father,man"
17623,
17630,
17631,teacher
17633,"country,east,hills"
17634,place
17635,
17636,locality
17637,i
17638,astronomer
17639,district
17640,plant
17641,"MaitrS.,Name,v"
17642,work
17644,place
17645,"shashvata,lexicographer"
17646,ocean
17647,"town,W."
17648,man
17649,ancestor
17650,man
17651,
17653,"-muṣa,village"
17654,district
17655,river
17656,"son,agneyi"
17658,
17659,
17660,
17661,MBh
17662,
17663,"king,ghata"
17664,"ff,Yājñ"
17665,
17666,
17667,"king,frogs"
17668,"poem,°,author"
17669,"mother,wife"
17670,work
17671,MBh
17673,
17674,author
17675,"copyist,A.D."
17676,woman
17677,MBh
17678,part
17679,"period,head,chapter,hair,shiva,legend,descent"
17680,man
17682,town
17683,scholiast
17684,father
17685,drug
17686,
17687,"sect,founder,shamkar"
17688,plant
17689,
17690,man
17691,
17692,"uncle,father"
17693,"Name,work"
17694,statue
17695,poem
17696,poem
17697,"work,shudradh"
17698,
17699,work
17700,
17701,"deity,MBh"
17703,"work,Name"
17704,MBh
17705,author
17706,
17707,people
17708,"MBh,man"
17710,MBh
17711,
17712,"v,metre"
17713,"head,elephant"
17714,
17715,flower
17716,man
17717,man
17718,town
17719,author
17720,"W.,metre"
17721,MBh
17722,
17723,
17724,"verses,author"
17726,work
17727,work
17728,
17729,locality
17730,elephant
17731,"MBh,lviii,man"
17732,"work,elephants"
17733,"L.,tree"
17734,
17735,"xii,MBh,shiva"
17736,"Name,MBh,part"
17737,"MBh,attendant"
17739,"district,part"
17740,man
17741,man
17742,"course,source,river,current"
17743,country
17744,
17745,author
17746,"cf,gaṇa,mothers,sapta-,MBh"
17747,
17748,work
17749,"sect,founder,shamkar"
17750,circle
17751,"dancing,master"
17753,"shaktas,author"
17754,poet
17755,
17756,treatise
17757,author
17759,
17760,
17761,man
17762,
17763,father
17764,"hymn,praise"
17765,goddess
17766,
17767,king
17768,
17769,empire
17770,mother
17771,
17772,"town,shamkar"
17773,"Name,treatise"
17774,
17775,work
17776,
17777,
17779,shiva
17781,lxxiii
17782,Name
17783,
17784,"wisdom,ff,obstacles"
17785,"MBh,shiva"
17786,"century,astronomer"
17788,cave
17789,
17790,section
17791,"song,praise"
17792,
17793,purana
17794,"hymn,praise"
17795,"copyist,century"
17796,work
17797,"work,Name"
17798,"GaṇP.,part"
17799,part
17800,"diseases,demon"
17801,"collection,stars"
17802,family
17803,
17804,
17805,work
17806,works
17807,
17808,
17809,
17810,
17811,"L.,tree"
17812,son
17813,Yoga
17814,"sages,attendant,MBh"
17815,
17816,"verse,sharngP.,poet"
17817,plant
17818,work
17819,"grove,pleasure"
17820,
17821,brother
17822,
17823,"river,part,MBh"
17824,MBh
17825,
17826,"lohitadi,man"
17827,"son,brother"
17828,
17829,"son,brother,MBh"
17831,instrument
17833,work
17834,man
17835,author
17836,MBh
17837,
17838,
17839,physician
17841,author
17842,"MBh,part"
17843,
17844,
17845,
17846,
17847,grammarian
17848,xxiii
17849,prince
17850,
17851,"mother,poet"
17852,
17853,
17854,MBh
17855,
17856,woman
17857,
17858,woman
17859,son
17861,"division,mountain"
17862,MBh
17864,
17865,son
17866,lxxvii
17867,plant
17868,"verses,author"
17869,goddess
17870,goddess
17871,city
17873,river
17874,plant
17875,"v,cemetery"
17876,
17877,"Car,antidote"
17879,work
17880,
17881,plant
17882,goddess
17883,"rāga,Name,Vita,raga"
17884,
17885,country
17886,
17887,attendant
17888,"period,world"
17890,"ff,f.,people"
17891,"prince,daughter"
17892,
17893,"MBh,people"
17894,Vidya
17895,"cf,people"
17896,country
17897,
17899,wife
17900,river
17901,xii
17902,
17903,
17904,"son,ix"
17905,son
17906,river
17907,
17908,
17909,prince
17910,"son,savarni,viii"
17911,
17912,statue
17913,river
17914,
17915,"Name,verses,author"
17916,son
17917,"MBh,attendant"
17918,plant
17920,"son,rishi"
17921,"sacrifice,MBh,performer"
17923,cf
17925,"district,MBh,people"
17926,river
17927,physician
17928,"mountain,vii,place,pilgrimage,MBh"
17929,
17930,"shakya,pupil"
17931,disciple
17932,well
17933,author
17934,ii
17935,
17936,author
17937,man
17938,district
17939,
17940,"MBh,man"
17942,"race,bird,MBh,chief"
17943,array
17944,attendant
17945,period
17946,son
17947,Purāṇa
17948,
17949,plant
17950,
17951,
17952,"descendant,sage"
17954,woman
17955,woman
17956,"days,ceremony"
17957,prince
17958,
17959,work
17960,"MBh,ff"
17961,man
17962,"plant,root"
17963,"plant,fruit"
17964,"cf,country,garta,part"
17965,river
17966,Buddh
17967,v
17968,plants
17969,Name
17970,
17971,father
17972,
17973,"teacher,VBr,khard,khārd"
17974,charm
17975,"shBr,man"
17976,rishi
17977,
17978,"shastra,ashvshr"
17979,"L.,shrub"
17980,"Name,xxii"
17981,"month,ceremony,gestation"
17982,xxi
17983,"ceremony,cf"
17984,author
17985,work
17986,
17987,
17988,
17989,tree
17990,
17991,tree
17992,"Name,verses,pāṭha,treatise"
17993,metre
17994,"days,fortnight,Nar"
17995,"f.,minister"
17996,teacher
17997,"Car,plant"
17998,river
17999,MBh
18000,"son,brother"
18001,"warrior,brother,MBh"
18003,lake
18004,
18005,"monkey,MBh,chief"
18006,"ceremony,MBh"
18007,sun
18009,"MBh,ff"
18010,iii
18011,"rishi,family"
18012,"MBh,2285ff"
18013,
18014,
18015,"MBh,father"
18016,town
18017,
18018,
18019,
18020,son
18021,son
18022,"son,BhP."
18023,daughter
18024,son
18025,"descendant,author"
18026,"patr,VBr,man"
18027,metre
18028,
18029,
18030,"son,father"
18031,"instants,metre"
18033,Name
18034,"king,Vishva,MBh,father"
18037,section
18038,"Name,interlocutor,work"
18039,"v,wife"
18040,shBr
18041,
18042,
18043,
18044,work
18045,work
18046,work
18047,work
18048,shiva
18049,f.
18050,
18051,"MBh,attendant"
18052,v
18053,
18056,
18057,poet
18060,woman
18061,thief
18062,
18063,
18064,king
18069,"teacher,v,ix"
18070,teacher
18071,author
18074,
18075,
18077,
18078,
18079,shBr
18082,"mother,krura,princess,wife"
18083,
18085,"i,note"
18087,Tantra
18088,
18089,
18090,"prince,origin"
18091,MBh
18092,"MBh,Vidya"
18093,
18094,MBh
18095,
18096,
18097,cf
18098,"period,liii"
18099,"creeper,L."
18100,work
18101,plant
18103,"shBr,ŚBr"
18104,astronomer
18106,"teacher,shBr"
18107,"section,shBr,ŚBr"
18109,"teachers,.,MBh"
18110,king
18111,
18112,section
18113,
18116,
18117,"MBh,man"
18118,xii
18120,
18122,"sage,son,pupil,MBh,preceptor"
18123,school
18127,being
18128,
18129,work
18130,
18131,
18132,town
18134,son
18135,
18136,son
18137,"Name,river"
18138,
18139,
18140,
18141,"anand,mountain,goddess,daughter,x"
18142,queen
18143,
18144,chief
18145,"Name,work"
18146,locality
18147,
18148,"copyist,century"
18149,
18150,
18151,MaitrS.
18152,
18153,shiva
18154,
18155,tree
18156,tree
18157,
18158,"shamkar,pupil"
18159,
18160,
18161,capital
18162,MBh
18163,
18164,
18165,"teacher,VBr"
18166,place
18168,"mountains,south"
18169,
18170,
18171,
18172,man
18173,
18174,
18175,chief
18177,"river,mountain,wife,daughter,shaktimati,MBh"
18178,hymns
18179,metre
18180,"SV.Parish,SV.Pariś"
18181,poem
18182,poem
18183,"loves,drama,century,soul,poem,beginning"
18184,"collection,songs"
18185,"MBh,mothers"
18186,work
18187,plant
18188,family
18189,cf
18190,man
18191,shrub
18192,plant
18193,plant
18194,plant
18195,people
18196,
18197,
18198,"cf,gauṇa,princess,nir-"
18199,work
18200,"cf,-kiri,guda"
